Resort Name,Package Name,Package Inclusion,Apply Countries,Package Period - From,Package Period - To,Booking Period - From,Booking Period - To,Blackout Periods,Villa / Room Type,Stay Duration (Nights),Basic Occupancy Count: Adult,Basic Occupancy Count: Teenage,Basic Occupancy Count: Child,Maximum Occupancy (Including Basic),Meal Plan,Transfer,Package Cost,Package Value,Extra Person Rate per Night: Adult,Extra Person Rate per Night: Teenage,Extra Person Rate per Night: Child
NIYAMA PRIVATE ISLANDS MALDIVES - PACKAGE,3 NIGHTS MIDDLE EAST PACKAGE - THREE BEDROOM BEACH POOL PAVILION (SEAPLANE),"Exclusive Benefits: One-time Complimentary Floating Breakfast, One-time Shisha experience. Other Complimentary Services: Bicycles, Tea & Nespresso, Thakuru service, Popcorn, Daily ice cream, Water, Slippers, WI-FI, Yoga, Active facilities, Fitness facility, Scheduled activities, Tennis court, Surfing at Vodi, Library, Steam & sauna, Non-motorized water sports, Snorkeling equipment. Special Occasion Benefits: Birthday benefits apply. Package includes return transfers for the basic occupancy.",Middle East & GCC Market,01/10/2025,22/12/2025,01/08/2025,30/09/2025,Not specified,Three Bedroom Beach Pool Pavilion,3,6,0,0,Not specified,Half Board,Seaplane,20080,27210,206,Not specified,61
NIYAMA PRIVATE ISLANDS MALDIVES - PACKAGE,3 NIGHTS MIDDLE EAST PACKAGE - BEACH VILLA (DOMESTIC),"Exclusive Benefits: One-time in-villa breakfast, One-time Shisha experience. Other Complimentary Services: Bicycles, Tea & Nespresso, Thakuru service, Popcorn, Daily ice cream, Water, Slippers, WI-FI, Yoga, Active facilities, Fitness facility, Scheduled activities, Tennis court, Surfing at Vodi, Library, Steam & sauna, Non-motorized water sports, Snorkeling equipment. Special Occasion Benefits: Birthday benefits apply. Package includes return transfers for the basic occupancy.",Middle East & GCC Market,01/08/2025,30/09/2025,01/08/2025,30/09/2025,Not specified,Beach Villa,3,2,0,0,Not specified,Half Board,Domestic Flight,3430,4700,206,Not specified,61
NIYAMA PRIVATE ISLANDS MALDIVES - PACKAGE,3 NIGHTS MIDDLE EAST PACKAGE - BEACH VILLA (DOMESTIC),"Exclusive Benefits: One-time in-villa breakfast, One-time Shisha experience. Other Complimentary Services: Bicycles, Tea & Nespresso, Thakuru service, Popcorn, Daily ice cream, Water, Slippers, WI-FI, Yoga, Active facilities, Fitness facility, Scheduled activities, Tennis court, Surfing at Vodi, Library, Steam & sauna, Non-motorized water sports, Snorkeling equipment. Special Occasion Benefits: Birthday benefits apply. Package includes return transfers for the basic occupancy.",Middle East & GCC Market,01/10/2025,22/12/2025,01/08/2025,30/09/2025,Not specified,Beach Villa,3,2,0,0,Not specified,Half Board,Domestic Flight,3880,5300,206,Not specified,61
NIYAMA PRIVATE ISLANDS MALDIVES - PACKAGE,3 NIGHTS MIDDLE EAST PACKAGE - DELUXE BEACH VILLA (DOMESTIC),"Exclusive Benefits: One-time in-villa breakfast, One-time Shisha experience. Other Complimentary Services: Bicycles, Tea & Nespresso, Thakuru service, Popcorn, Daily ice cream, Water, Slippers, WI-FI, Yoga, Active facilities, Fitness facility, Scheduled activities, Tennis court, Surfing at Vodi, Library, Steam & sauna, Non-motorized water sports, Snorkeling equipment. Special Occasion Benefits: Birthday benefits apply. Package includes return transfers for the basic occupancy.",Middle East & GCC Market,01/08/2025,30/09/2025,01/08/2025,30/09/2025,Not specified,Deluxe Beach Villa,3,2,0,0,Not specified,Half Board,Domestic Flight,3880,5300,206,Not specified,61
NIYAMA PRIVATE ISLANDS MALDIVES - PACKAGE,3 NIGHTS MIDDLE EAST PACKAGE - DELUXE BEACH VILLA (DOMESTIC),"Exclusive Benefits: One-time in-villa breakfast, One-time Shisha experience. Other Complimentary Services: Bicycles, Tea & Nespresso, Thakuru service, Popcorn, Daily ice cream, Water, Slippers, WI-FI, Yoga, Active facilities, Fitness facility, Scheduled activities, Tennis court, Surfing at Vodi, Library, Steam & sauna, Non-motorized water sports, Snorkeling equipment. Special Occasion Benefits: Birthday benefits apply. Package includes return transfers for the basic occupancy.",Middle East & GCC Market,01/10/2025,22/12/2025,01/08/2025,30/09/2025,Not specified,Deluxe Beach Villa,3,2,0,0,Not specified,Half Board,Domestic Flight,4105,5600,206,Not specified,61
NIYAMA PRIVATE ISLANDS MALDIVES - PACKAGE,3 NIGHTS MIDDLE EAST PACKAGE - BEACH POOL VILLA (DOMESTIC),"Exclusive Benefits: One-time Complimentary Floating Breakfast, One-time Shisha experience. Other Complimentary Services: Bicycles, Tea & Nespresso, Thakuru service, Popcorn, Daily ice cream, Water, Slippers, WI-FI, Yoga, Active facilities, Fitness facility, Scheduled activities, Tennis court, Surfing at Vodi, Library, Steam & sauna, Non-motorized water sports, Snorkeling equipment. Special Occasion Benefits: Birthday benefits apply. Package includes return transfers for the basic occupancy.",Middle East & GCC Market,01/08/2025,30/09/2025,01/08/2025,30/09/2025,Not specified,Beach Pool Villa,3,2,0,0,Not specified,Half Board,Domestic Flight,3990,5450,206,Not specified,61
NIYAMA PRIVATE ISLANDS MALDIVES - PACKAGE,3 NIGHTS MIDDLE EAST PACKAGE - BEACH POOL VILLA (DOMESTIC),"Exclusive Benefits: One-time Complimentary Floating Breakfast, One-time Shisha experience. Other Complimentary Services: Bicycles, Tea & Nespresso, Thakuru service, Popcorn, Daily ice cream, Water, Slippers, WI-FI, Yoga, Active facilities, Fitness facility, Scheduled activities, Tennis court, Surfing at Vodi, Library, Steam & sauna, Non-motorized water sports, Snorkeling equipment. Special Occasion Benefits: Birthday benefits apply. Package includes return transfers for the basic occupancy.",Middle East & GCC Market,01/10/2025,22/12/2025,01/08/2025,30/09/2025,Not specified,Beach Pool Villa,3,2,0,0,Not specified,Half Board,Domestic Flight,4440,6050,206,Not specified,61
NIYAMA PRIVATE ISLANDS MALDIVES - PACKAGE,3 NIGHTS MIDDLE EAST PACKAGE - DELUXE BEACH POOL VILLA (DOMESTIC),"Exclusive Benefits: One-time Complimentary Floating Breakfast, One-time Shisha experience. Other Complimentary Services: Bicycles, Tea & Nespresso, Thakuru service, Popcorn, Daily ice cream, Water, Slippers, WI-FI, Yoga, Active facilities, Fitness facility, Scheduled activities, Tennis court, Surfing at Vodi, Library, Steam & sauna, Non-motorized water sports, Snorkeling equipment. Special Occasion Benefits: Birthday benefits apply. Package includes return transfers for the basic occupancy.",Middle East & GCC Market,01/08/2025,30/09/2025,01/08/2025,30/09/2025,Not specified,Deluxe Beach Pool Villa,3,2,0,0,Not specified,Half Board,Domestic Flight,4650,6050,206,Not specified,61
NIYAMA PRIVATE ISLANDS MALDIVES - PACKAGE,3 NIGHTS MIDDLE EAST PACKAGE - DELUXE BEACH POOL VILLA (DOMESTIC),"Exclusive Benefits: One-time Complimentary Floating Breakfast, One-time Shisha experience. Other Complimentary Services: Bicycles, Tea & Nespresso, Thakuru service, Popcorn, Daily ice cream, Water, Slippers, WI-FI, Yoga, Active facilities, Fitness facility, Scheduled activities, Tennis court, Surfing at Vodi, Library, Steam & sauna, Non-motorized water sports, Snorkeling equipment. Special Occasion Benefits: Birthday benefits apply. Package includes return transfers for the basic occupancy.",Middle East & GCC Market,01/10/2025,22/12/2025,01/08/2025,30/09/2025,Not specified,Deluxe Beach Pool Villa,3,2,0,0,Not specified,Half Board,Domestic Flight,5010,6500,206,Not specified,61
NIYAMA PRIVATE ISLANDS MALDIVES - PACKAGE,3 NIGHTS MIDDLE EAST PACKAGE - OVER WATER POOL VILLA (DOMESTIC),"Exclusive Benefits: One-time Complimentary Floating Breakfast, One-time Shisha experience. Other Complimentary Services: Bicycles, Tea & Nespresso, Thakuru service, Popcorn, Daily ice cream, Water, Slippers, WI-FI, Yoga, Active facilities, Fitness facility, Scheduled activities, Tennis court, Surfing at Vodi, Library, Steam & sauna, Non-motorized water sports, Snorkeling equipment. Special Occasion Benefits: Birthday benefits apply. Package includes return transfers for the basic occupancy.",Middle East & GCC Market,01/08/2025,30/09/2025,01/08/2025,30/09/2025,Not specified,Over Water Pool Villa,3,2,0,0,Not specified,Half Board,Domestic Flight,3990,5450,206,Not specified,61
NIYAMA PRIVATE ISLANDS MALDIVES - PACKAGE,3 NIGHTS MIDDLE EAST PACKAGE - OVER WATER POOL VILLA (DOMESTIC),"Exclusive Benefits: One-time Complimentary Floating Breakfast, One-time Shisha experience. Other Complimentary Services: Bicycles, Tea & Nespresso, Thakuru service, Popcorn, Daily ice cream, Water, Slippers, WI-FI, Yoga, Active facilities, Fitness facility, Scheduled activities, Tennis court, Surfing at Vodi, Library, Steam & sauna, Non-motorized water sports, Snorkeling equipment. Special Occasion Benefits: Birthday benefits apply. Package includes return transfers for the basic occupancy.",Middle East & GCC Market,01/10/2025,22/12/2025,01/08/2025,30/09/2025,Not specified,Over Water Pool Villa,3,2,0,0,Not specified,Half Board,Domestic Flight,4440,6050,206,Not specified,61
NIYAMA PRIVATE ISLANDS MALDIVES - PACKAGE,3 NIGHTS MIDDLE EAST PACKAGE - DELUXE OVER WATER POOL VILLA (DOMESTIC),"Exclusive Benefits: One-time Complimentary Floating Breakfast, One-time Shisha experience. Other Complimentary Services: Bicycles, Tea & Nespresso, Thakuru service, Popcorn, Daily ice cream, Water, Slippers, WI-FI, Yoga, Active facilities, Fitness facility, Scheduled activities, Tennis court, Surfing at Vodi, Library, Steam & sauna, Non-motorized water sports, Snorkeling equipment. Special Occasion Benefits: Birthday benefits apply. Package includes return transfers for the basic occupancy.",Middle East & GCC Market,01/08/2025,30/09/2025,01/08/2025,30/09/2025,Not specified,Deluxe Over Water Pool Villa,3,2,0,0,Not specified,Half Board,Domestic Flight,4440,6050,206,Not specified,61
NIYAMA PRIVATE ISLANDS MALDIVES - PACKAGE,3 NIGHTS MIDDLE EAST PACKAGE - DELUXE OVER WATER POOL VILLA (DOMESTIC),"Exclusive Benefits: One-time Complimentary Floating Breakfast, One-time Shisha experience. Other Complimentary Services: Bicycles, Tea & Nespresso, Thakuru service, Popcorn, Daily ice cream, Water, Slippers, WI-FI, Yoga, Active facilities, Fitness facility, Scheduled activities, Tennis court, Surfing at Vodi, Library, Steam & sauna, Non-motorized water sports, Snorkeling equipment. Special Occasion Benefits: Birthday benefits apply. Package includes return transfers for the basic occupancy.",Middle East & GCC Market,01/10/2025,22/12/2025,01/08/2025,30/09/2025,Not specified,Deluxe Over Water Pool Villa,3,2,0,0,Not specified,Half Board,Domestic Flight,4890,6650,206,Not specified,61
NIYAMA PRIVATE ISLANDS MALDIVES - PACKAGE,3 NIGHTS MIDDLE EAST PACKAGE - FAMILY BEACH POOL VILLA (DOMESTIC),"Exclusive Benefits: One-time Complimentary Floating Breakfast, One-time Shisha experience. Other Complimentary Services: Bicycles, Tea & Nespresso, Thakuru service, Popcorn, Daily ice cream, Water, Slippers, WI-FI, Yoga, Active facilities, Fitness facility, Scheduled activities, Tennis court, Surfing at Vodi, Library, Steam & sauna, Non-motorized water sports, Snorkeling equipment. Special Occasion Benefits: Birthday benefits apply. Package includes return transfers for the basic occupancy.",Middle East & GCC Market,01/08/2025,30/09/2025,01/08/2025,30/09/2025,Not specified,Family Beach Pool Villa,3,2,0,0,Not specified,Half Board,Domestic Flight,4890,6650,206,Not specified,61
NIYAMA PRIVATE ISLANDS MALDIVES - PACKAGE,3 NIGHTS MIDDLE EAST PACKAGE - FAMILY BEACH POOL VILLA (DOMESTIC),"Exclusive Benefits: One-time Complimentary Floating Breakfast, One-time Shisha experience. Other Complimentary Services: Bicycles, Tea & Nespresso, Thakuru service, Popcorn, Daily ice cream, Water, Slippers, WI-FI, Yoga, Active facilities, Fitness facility, Scheduled activities, Tennis court, Surfing at Vodi, Library, Steam & sauna, Non-motorized water sports, Snorkeling equipment. Special Occasion Benefits: Birthday benefits apply. Package includes return transfers for the basic occupancy.",Middle East & GCC Market,01/10/2025,22/12/2025,01/08/2025,30/09/2025,Not specified,Family Beach Pool Villa,3,2,0,0,Not specified,Half Board,Domestic Flight,5680,7700,206,Not specified,61
NIYAMA PRIVATE ISLANDS MALDIVES - PACKAGE,3 NIGHTS MIDDLE EAST PACKAGE - DELUXE FAMILY BEACH POOL VILLA (DOMESTIC),"Exclusive Benefits: One-time Complimentary Floating Breakfast, One-time Shisha experience. Other Complimentary Services: Bicycles, Tea & Nespresso, Thakuru service, Popcorn, Daily ice cream, Water, Slippers, WI-FI, Yoga, Active facilities, Fitness facility, Scheduled activities, Tennis court, Surfing at Vodi, Library, Steam & sauna, Non-motorized water sports, Snorkeling equipment. Special Occasion Benefits: Birthday benefits apply. Package includes return transfers for the basic occupancy.",Middle East & GCC Market,01/08/2025,30/09/2025,01/08/2025,30/09/2025,Not specified,Deluxe Family Beach Pool Villa,3,2,0,0,Not specified,Half Board,Domestic Flight,5490,7100,206,Not specified,61
NIYAMA PRIVATE ISLANDS MALDIVES - PACKAGE,3 NIGHTS MIDDLE EAST PACKAGE - DELUXE FAMILY BEACH POOL VILLA (DOMESTIC),"Exclusive Benefits: One-time Complimentary Floating Breakfast, One-time Shisha experience. Other Complimentary Services: Bicycles, Tea & Nespresso, Thakuru service, Popcorn, Daily ice cream, Water, Slippers, WI-FI, Yoga, Active facilities, Fitness facility, Scheduled activities, Tennis court, Surfing at Vodi, Library, Steam & sauna, Non-motorized water sports, Snorkeling equipment. Special Occasion Benefits: Birthday benefits apply. Package includes return transfers for the basic occupancy.",Middle East & GCC Market,01/10/2025,22/12/2025,01/08/2025,30/09/2025,Not specified,Deluxe Family Beach Pool Villa,3,2,0,0,Not specified,Half Board,Domestic Flight,6330,8150,206,Not specified,61
NIYAMA PRIVATE ISLANDS MALDIVES - PACKAGE,3 NIGHTS MIDDLE EAST PACKAGE - ONE BEDROOM OCEAN POOL PAVILION (DOMESTIC),"Exclusive Benefits: One-time Complimentary Floating Breakfast, One-time Shisha experience. Other Complimentary Services: Bicycles, Tea & Nespresso, Thakuru service, Popcorn, Daily ice cream, Water, Slippers, WI-FI, Yoga, Active facilities, Fitness facility, Scheduled activities, Tennis court, Surfing at Vodi, Library, Steam & sauna, Non-motorized water sports, Snorkeling equipment. Special Occasion Benefits: Birthday benefits apply. Package includes return transfers for the basic occupancy.",Middle East & GCC Market,01/08/2025,30/09/2025,01/08/2025,30/09/2025,Not specified,One Bedroom Ocean Pool Pavilion,3,2,0,0,Not specified,Half Board,Domestic Flight,5950,8150,206,Not specified,61
NIYAMA PRIVATE ISLANDS MALDIVES - PACKAGE,3 NIGHTS MIDDLE EAST PACKAGE - ONE BEDROOM OCEAN POOL PAVILION (DOMESTIC),"Exclusive Benefits: One-time Complimentary Floating Breakfast, One-time Shisha experience. Other Complimentary Services: Bicycles, Tea & Nespresso, Thakuru service, Popcorn, Daily ice cream, Water, Slippers, WI-FI, Yoga, Active facilities, Fitness facility, Scheduled activities, Tennis court, Surfing at Vodi, Library, Steam & sauna, Non-motorized water sports, Snorkeling equipment. Special Occasion Benefits: Birthday benefits apply. Package includes return transfers for the basic occupancy.",Middle East & GCC Market,01/10/2025,22/12/2025,01/08/2025,30/09/2025,Not specified,One Bedroom Ocean Pool Pavilion,3,2,0,0,Not specified,Half Board,Domestic Flight,6850,9350,206,Not specified,61
NIYAMA PRIVATE ISLANDS MALDIVES - PACKAGE,3 NIGHTS MIDDLE EAST PACKAGE - ONE BEDROOM BEACH POOL PAVILION (DOMESTIC),"Exclusive Benefits: One-time Complimentary Floating Breakfast, One-time Shisha experience. Other Complimentary Services: Bicycles, Tea & Nespresso, Thakuru service, Popcorn, Daily ice cream, Water, Slippers, WI-FI, Yoga, Active facilities, Fitness facility, Scheduled activities, Tennis court, Surfing at Vodi, Library, Steam & sauna, Non-motorized water sports, Snorkeling equipment. Special Occasion Benefits: Birthday benefits apply. Package includes return transfers for the basic occupancy.",Middle East & GCC Market,01/08/2025,30/09/2025,01/08/2025,30/09/2025,Not specified,One Bedroom Beach Pool Pavilion,3,2,0,0,Not specified,Half Board,Domestic Flight,6400,8750,206,Not specified,61
NIYAMA PRIVATE ISLANDS MALDIVES - PACKAGE,3 NIGHTS MIDDLE EAST PACKAGE - ONE BEDROOM BEACH POOL PAVILION (DOMESTIC),"Exclusive Benefits: One-time Complimentary Floating Breakfast, One-time Shisha experience. Other Complimentary Services: Bicycles, Tea & Nespresso, Thakuru service, Popcorn, Daily ice cream, Water, Slippers, WI-FI, Yoga, Active facilities, Fitness facility, Scheduled activities, Tennis court, Surfing at Vodi, Library, Steam & sauna, Non-motorized water sports, Snorkeling equipment. Special Occasion Benefits: Birthday benefits apply. Package includes return transfers for the basic occupancy.",Middle East & GCC Market,01/10/2025,22/12/2025,01/08/2025,30/09/2025,Not specified,One Bedroom Beach Pool Pavilion,3,2,0,0,Not specified,Half Board,Domestic Flight,7080,9650,206,Not specified,61
NIYAMA PRIVATE ISLANDS MALDIVES - PACKAGE,3 NIGHTS MIDDLE EAST PACKAGE - TWO BEDROOM OCEAN POOL PAVILION (DOMESTIC),"Exclusive Benefits: One-time Complimentary Floating Breakfast, One-time Shisha experience. Other Complimentary Services: Bicycles, Tea & Nespresso, Thakuru service, Popcorn, Daily ice cream, Water, Slippers, WI-FI, Yoga, Active facilities, Fitness facility, Scheduled activities, Tennis court, Surfing at Vodi, Library, Steam & sauna, Non-motorized water sports, Snorkeling equipment. Special Occasion Benefits: Birthday benefits apply. Package includes return transfers for the basic occupancy.",Middle East & GCC Market,01/08/2025,30/09/2025,01/08/2025,30/09/2025,Not specified,Two Bedroom Ocean Pool Pavilion,3,4,0,0,Not specified,Half Board,Domestic Flight,10660,14800,206,Not specified,61
NIYAMA PRIVATE ISLANDS MALDIVES - PACKAGE,3 NIGHTS MIDDLE EAST PACKAGE - TWO BEDROOM OCEAN POOL PAVILION (DOMESTIC),"Exclusive Benefits: One-time Complimentary Floating Breakfast, One-time Shisha experience. Other Complimentary Services: Bicycles, Tea & Nespresso, Thakuru service, Popcorn, Daily ice cream, Water, Slippers, WI-FI, Yoga, Active facilities, Fitness facility, Scheduled activities, Tennis court, Surfing at Vodi, Library, Steam & sauna, Non-motorized water sports, Snorkeling equipment. Special Occasion Benefits: Birthday benefits apply. Package includes return transfers for the basic occupancy.",Middle East & GCC Market,01/10/2025,22/12/2025,01/08/2025,30/09/2025,Not specified,Two Bedroom Ocean Pool Pavilion,3,4,0,0,Not specified,Half Board,Domestic Flight,12910,17800,206,Not specified,61
NIYAMA PRIVATE ISLANDS MALDIVES - PACKAGE,3 NIGHTS MIDDLE EAST PACKAGE - TWO BEDROOM BEACH POOL PAVILION (DOMESTIC),"Exclusive Benefits: One-time Complimentary Floating Breakfast, One-time Shisha experience. Other Complimentary Services: Bicycles, Tea & Nespresso, Thakuru service, Popcorn, Daily ice cream, Water, Slippers, WI-FI, Yoga, Active facilities, Fitness facility, Scheduled activities, Tennis court, Surfing at Vodi, Library, Steam & sauna, Non-motorized water sports, Snorkeling equipment. Special Occasion Benefits: Birthday benefits apply. Package includes return transfers for the basic occupancy.",Middle East & GCC Market,01/08/2025,30/09/2025,01/08/2025,30/09/2025,Not specified,Two Bedroom Beach Pool Pavilion,3,4,0,0,Not specified,Half Board,Domestic Flight,11790,16260,206,Not specified,61
NIYAMA PRIVATE ISLANDS MALDIVES - PACKAGE,3 NIGHTS MIDDLE EAST PACKAGE - TWO BEDROOM BEACH POOL PAVILION (DOMESTIC),"Exclusive Benefits: One-time Complimentary Floating Breakfast, One-time Shisha experience. Other Complimentary Services: Bicycles, Tea & Nespresso, Thakuru service, Popcorn, Daily ice cream, Water, Slippers, WI-FI, Yoga, Active facilities, Fitness facility, Scheduled activities, Tennis court, Surfing at Vodi, Library, Steam & sauna, Non-motorized water sports, Snorkeling equipment. Special Occasion Benefits: Birthday benefits apply. Package includes return transfers for the basic occupancy.",Middle East & GCC Market,01/10/2025,22/12/2025,01/08/2025,30/09/2025,Not specified,Two Bedroom Beach Pool Pavilion,3,4,0,0,Not specified,Half Board,Domestic Flight,14715,20160,206,Not specified,61
NIYAMA PRIVATE ISLANDS MALDIVES - PACKAGE,3 NIGHTS MIDDLE EAST PACKAGE - THREE BEDROOM BEACH POOL PAVILION (DOMESTIC),"Exclusive Benefits: One-time Complimentary Floating Breakfast, One-time Shisha experience. Other Complimentary Services: Bicycles, Tea & Nespresso, Thakuru service, Popcorn, Daily ice cream, Water, Slippers, WI-FI, Yoga, Active facilities, Fitness facility, Scheduled activities, Tennis court, Surfing at Vodi, Library, Steam & sauna, Non-motorized water sports, Snorkeling equipment. Special Occasion Benefits: Birthday benefits apply. Package includes return transfers for the basic occupancy.",Middle East & GCC Market,01/08/2025,30/09/2025,01/08/2025,30/09/2025,Not specified,Three Bedroom Beach Pool Pavilion,3,6,0,0,Not specified,Half Board,Domestic Flight,14920,20850,206,Not specified,61
NIYAMA PRIVATE ISLANDS MALDIVES - PACKAGE,3 NIGHTS MIDDLE EAST PACKAGE - THREE BEDROOM BEACH POOL PAVILION (DOMESTIC),"Exclusive Benefits: One-time Complimentary Floating Breakfast, One-time Shisha experience. Other Complimentary Services: Bicycles, Tea & Nespresso, Thakuru service, Popcorn, Daily ice cream, Water, Slippers, WI-FI, Yoga, Active facilities, Fitness facility, Scheduled activities, Tennis court, Surfing at Vodi, Library, Steam & sauna, Non-motorized water sports, Snorkeling equipment. Special Occasion Benefits: Birthday benefits apply. Package includes return transfers for the basic occupancy.",Middle East & GCC Market,01/10/2025,22/12/2025,01/08/2025,30/09/2025,Not specified,Three Bedroom Beach Pool Pavilion,3,6,0,0,Not specified,Half Board,Domestic Flight,18520,25650,206,Not specified,61